l ʁ	'p,ɛ'	'e,e'	'k,a'
a j	'p,ɛ'	't,ɛ'	'p,e'
a l	'p,ɛ'	'p,e'	'i,ɛ'
a ʁ	'p,ɛ'	't,ɛ'	'p,e'
j l	'p,ɛ'	'p,e'	'i,ɛ'
j ʁ	'p,ɛ'	't,ɛ'	'p,e'
ø j	'p,ɛ'	'd,ɔ'	'd,a'
ø l	'p,ɛ'	'd,a'	'p,d'
ø ʁ	'p,ɛ'	'd,p'	't,a'
t l	'k,a'	'ɔ,i'	'i,i'
t ʁ	'k,a'	'ɔ,i'	'i,i'
y l	'f,a'	'ɡ,i'	'p,d'
y ʁ	't,ɛ'	't,e'	'f,a'
ɔ ʁ	'p,ɛ'	'ɛ,p'	't,d'
f l	'k,a'	'ɔ,i'	'i,i'
f ʁ	'k,a'	'ɔ,i'	'i,i'
ɔ l	'p,ɛ'	'i,t'
a ø	'p,ɛ'	'd,t'	'p,s'
ɔ a	'p,ɛ'	'p,s'	'p,k'
d s	'e,e'	'ɔ,i'	'i,i'
k s	'i,i'	'ə,u'	'ɔ,t'
m s	'e,e'	'ɔ,i'	'i,i'
k ʒ	'o,u'	'i,i'	'ə,u'
b t	'o,u'	'ɔ,i'	'ə,u'
n t	'o,u'	'e,e'	'ɔ,i'
p t	'o,u'	'ɔ,i'	'i,i'
k t	'o,u'	'i,i'	'ə,u'
m t	'o,u'	'e,e'	'ɔ,i'
b ʒ	'o,u'	'ɔ,i'	'ə,u'
m ɡ	'o,u'	'ə,u'	'i,a'
n k	'o,u'	'i,i'	'ə,u'
m k	'o,u'	'i,i'	'ə,u'
p k	'o,u'	'i,i'	'ə,u'
b k	'o,u'	'ə,u'	'e,ɛ'
t ʒ	'o,u'	'ɔ,i'	'i,i'
ɡ k	'o,u'	'ə,u'	'e,a'
p m	'o,u'	'ɔ,i'	'i,i'
b n	'o,u'	'ɔ,i'	'ə,u'
p n	'o,u'	'ɔ,i'	'i,i'
b p	'o,u'	'ɔ,i'	'ə,u'
m d	'e,e'	'ɔ,i'	'i,i'
n d	'e,e'	'ɔ,i'	'i,i'
l d	'e,e'	'ɔ,i'	'i,i'
d t	'e,e'	'ɔ,i'	'i,i'
s ʁ	'e,e'	'ɔ,i'	'i,i'
p ʁ	'e,e'	'k,a'	'ɔ,i'
n s	'e,e'	'ɔ,i'	'i,i'
m n	'e,e'	'ɔ,i'	'i,i'
l p	'e,e'	'k,a'	'ɔ,i'
e ʁ	'k,a'	't,ɛ'	't,e'
i ʁ	'k,a'	'b,d'	'd,p'
w ʁ	'k,a'	'v,a'	'f,a'
w l	'k,a'	'f,a'	'e,a'
ə l	'k,a'	'k,d'	'k,k'
ə t	'k,a'	's,d'	'k,s'
ɛ l	'i,s'	'ɛ,d'	'i,t'
ɛ t	'u,d'	's,d'	'k,s'
ʃ l	'e,ɛ'	'i,ɛ'	'ə,ə'
ʃ t	'u,d'	'i,ɛ'	'i,a'
ʃ ʁ	'u,d'	'e,ɛ'	'i,ɛ'
k ʁ	'i,i'	'ə,u'	'ɔ,t'
a t	't,ɛ'	'u,d'	's,d'
f t	'k,a'	'ɔ,i'	'i,i'
i t	'k,a'	's,d'	'k,s'
i l	'k,a'	'ʒ,a'	'b,d'
u l	'k,a'	'b,d'	'k,d'
ɡ l	'i,a'	'i,e'	'a,ɛ'
ɡ t	'ə,u'	'i,a'	'i,e'
n l	'ɔ,i'	'i,i'	'ɔ,ɔ'
n ʁ	'ɔ,i'	'i,i'	't,ɛ'
e l	'k,a'	'ʒ,a'	'b,d'
u ʁ	'k,a'	't,e'	'v,a'
ə ʁ	'k,a'	'd,p'	'd,s'
ɛ w	'v,a'	'f,a'	's,a'
a i	'd,t'	'p,s'	'b,t'
f w	'k,a'	'e,a'	's,a'
i w	'k,a'	'ʒ,a'	's,a'
u i	'k,a'	'd,t'	'p,s'
u w	'k,a'	'v,a'	't,a'
ə i	'k,a'	'd,t'	's,d'
e p	'k,a'	's,e'	's,a'
e w	'k,a'	'ʃ,a'	'v,a'
p w	'k,a'	'v,a'	'e,a'
s i	'b,t'	'k,s'	'k,t'
f e	'k,a'	'i,k'	's,a'
ə e	'k,a'	'd,t'	's,d'
e i	'k,a'	'd,t'	'p,s'
p i	'k,a'	's,a'	's,ɛ'
ɛ ə	'd,t'	's,d'	'k,s'
a f	'i,ɛ'	'ɛ,ɛ'	'e,ɛ'
e s	'ə,t'	't,ɛ'	't,e'
y s	't,ɛ'	'b,t'	'k,t'
ʒ s	'ə,t'	'ɔ,i'	'i,i'
e ʒ	'ə,t'	's,e'	'a,t'
a ʒ	'i,ɛ'	'a,s'	'a,d'
y e	't,ɛ'	'd,t'	's,d'
a e	't,ɛ'	'd,t'	'p,s'
o e	'd,t'	's,d'	'u,t'
m l	'ɔ,i'	'i,i'	'ɔ,ɔ'
s l	'ɔ,i'	'i,i'	'a,ø'
s p	'ɔ,i'	'i,i'	'ə,u'
ʃ p	'u,d'	'e,ɛ'	'e,a'
d f	'ɔ,i'	'i,i'	'ə,u'
d p	'ɔ,i'	'i,i'	'ə,u'
d ʁ	'ɔ,i'	'i,i'	't,ɛ'
f n	'ɔ,i'	'i,i'	'ə,u'
f p	'ɔ,i'	'i,i'	'ə,u'
s f	'ɔ,i'	'i,i'	'ə,u'
ʒ f	'ɔ,i'	'i,i'	'ə,u'
ʒ l	'ɔ,i'	'i,i'	'i,ɛ'
ʒ n	'ɔ,i'	'i,i'	'ə,u'
ʒ p	'ɔ,i'	'i,i'	'ə,u'
ʒ ʁ	'ɔ,i'	'i,i'	'ə,u'
v n	'ɔ,i'	'i,i'	'ə,u'
v p	'ɔ,i'	'i,i'	'ə,u'
v ʁ	'ɔ,i'	'i,i'	'ə,u'
b f	'ɔ,i'	'ə,u'	'e,ɛ'
b l	'ɔ,i'	'ɔ,t'	'i,ɛ'
b ʁ	'ɔ,i'	'ə,u'	'ɔ,t'
v f	'ɔ,i'	'i,i'	'ə,u'
v l	'ɔ,i'	'i,i'	'e,ɛ'
m ʁ	'ɔ,i'	'i,i'	't,ɛ'
k f	'i,i'	'ə,u'	'e,ɛ'
k l	'i,i'	'ɔ,t'	'i,ɛ'
m f	'ɔ,i'	'i,i'	'ə,u'
b s	'ɔ,i'	'ə,u'	'ɔ,t'
s t	'ɔ,i'	'i,i'	't,ɛ'
v s	'ɔ,i'	'i,i'	'ə,u'
v t	'ɔ,i'	'i,i'	'ə,u'
b m	'ɔ,i'	'ə,u'	'ɔ,t'
ʒ m	'ɔ,i'	'i,i'	'ə,u'
v m	'ɔ,i'	'i,i'	'ə,u'
ʃ s	'i,ɛ'	'ə,ə'	'i,a'
b d	'ɔ,i'	'ə,u'	'ə,ə'
v d	'ɔ,i'	'i,i'	'ə,u'
k d	'i,i'	'ə,u'	'i,ɛ'
d ʒ	'ɔ,i'	'i,i'	'ə,u'
v ʒ	'ɔ,i'	'i,i'	'ə,u'
b v	'ɔ,i'	'ə,u'	'i,ɛ'
ʃ m	'i,ɛ'	'ə,ə'	'i,a'
ɛ ʁ	't,ɛ'	't,e'	'v,a'
n j	't,ɛ'	't,e'	'i,ɛ'
d z	'i,i'	'i,ɛ'	'ɛ,ɔ'
l z	'i,i'	'i,ɛ'	'ɛ,ɔ'
n z	'i,i'	'i,ɛ'	'ɛ,ɔ'
t z	'i,i'	'i,ɛ'	'ɛ,ɔ'
z ʁ	'i,i'	'i,ɛ'	'ɛ,ɔ'
ɲ l	'i,i'	'i,k'	'a,d'
ɲ n	'i,i'	'ɛ,d'	'i,d'
ɲ t	'i,i'	'ɛ,d'	'i,d'
ɲ z	'i,i'	'i,d'	'a,i'
ɲ ʁ	'i,i'	'i,k'	'a,d'
k z	'i,i'	'i,ɛ'	'ɛ,ɔ'
m z	'i,i'	'i,ɛ'	'ɛ,ɔ'
s z	'i,i'	'i,ɛ'	'i,a'
z ʒ	'i,i'	'i,ɛ'	'i,a'
f z	'i,i'	'i,ɛ'	'ɛ,ɔ'
p z	'i,i'	'i,ɛ'	'ɛ,ɔ'
v z	'i,i'	'i,ɛ'	'i,a'
ɲ ʒ	'i,i'	'a,d'	'a,i'
ʃ f	'e,ɛ'	'u,ɛ'	'i,e'
ʃ n	'i,ɛ'	'ə,ə'	'e,a'
ʃ ʒ	'a,e'	'e,u'	'i,e'
ɲ d	'i,i'	'i,d'	'a,i'
ɲ s	'i,i'	'i,k'	'ɛ,d'
k v	'i,i'	'ə,u'	'e,ɛ'
ɲ k	'i,i'	'i,k'	'i,d'
ʃ k	'e,ɛ'	'i,ɛ'	'ə,ə'
i ɛ	'd,t'	'p,s'	'p,k'
j m	't,ɛ'	'i,ɛ'	'ɛ,ɔ'
j s	't,ɛ'	't,e'	'i,ɛ'
a s	't,ɛ'	'b,t'	'k,s'
a y	't,ɛ'	'd,t'	'p,s'
d e	't,ɛ'	't,e'	's,e'
j e	't,ɛ'	't,e'	'v,a'
j y	't,ɛ'	't,e'	's,a'
p y	's,a'	's,ɛ'	't,a'
t e	't,ɛ'	'u,d'	's,d'
t y	't,ɛ'	's,d'	'u,s'
o ʁ	'u,t'	'd,s'	'a,s'
a m	't,ɛ'	'i,ɛ'	'i,a'
f y	's,a'	's,ɛ'	't,a'
n e	't,ɛ'	't,e'	'd,a'
t j	't,ɛ'	'p,e'	'i,ɛ'
d j	't,ɛ'	't,e'	'i,ɛ'
p j	'i,ɛ'	'i,a'	'a,e'
b j	'i,ɛ'	'i,a'	'ɛ,ɛ'
k j	'i,ɛ'	'ɛ,ɔ'	'i,a'
e m	't,ɛ'	's,ɛ'	'i,s'
y m	't,ɛ'	't,a'	'd,i'
n ɛ	't,ɛ'	't,e'	'v,ɛ'
a d	't,ɛ'	'i,ɛ'	'a,s'
p a	'i,ɛ'	'i,a'	's,a'
a ə	'd,t'	's,d'	'k,s'
e e	'd,t'	's,d'	'd,p'
o ə	'd,t'	's,d'	'k,s'
u e	'd,t'	'p,s'	't,e'
u ə	'd,t'	's,d'	'k,s'
y ə	'd,t'	's,d'	'k,s'
ɔ e	'p,s'	'k,s'	'p,t'
ɔ ə	'k,s'	'p,t'	'd,s'
o i	'd,t'	'b,t'	's,d'
ø e	'd,t'	's,d'	'd,p'
ø i	'd,t'	'p,k'	's,d'
ø ə	'd,t'	's,d'	'd,p'
ɛ e	'd,t'	'p,s'	'v,a'
y i	'd,t'	'p,s'	'b,t'
a u	'd,t'	'p,s'	'b,t'
a o	'd,t'	'b,t'	's,d'
o u	'd,t'	'b,t'	's,d'
ø o	'd,t'	'd,f'	'p,d'
ø u	'd,t'	'p,s'	's,d'
ɛ a	'd,t'	'p,s'	'p,k'
ɛ o	'd,t'	's,d'	'f,a'
ɛ u	'd,t'	'p,s'	'v,a'
u y	'd,t'	'p,s'	't,e'
ɛ y	'd,t'	'p,s'	's,d'
ø y	'd,t'	'p,s'	'd,p'
ɔ u	'p,s'	'd,s'	't,d'
y o	'd,t'	'b,t'	's,d'
ɔ o	'k,s'	'z,p'	'e,d'
ɔ y	'p,s'	'k,s'	'p,t'
ø ɛ	'd,t'	'p,s'	'p,k'
ɛ ɔ	'p,s'	'p,k'	'k,s'
i ɔ	'p,s'	'p,k'	'b,t'
ø ɔ	'p,s'	'p,k'	'p,t'
p ɡ	'ə,u'	'i,a'	'ɛ,ɛ'
s ɡ	'ə,u'	'i,a'	'i,e'
v ɡ	'ə,u'	'i,a'	'i,e'
d ɡ	'ə,u'	'i,a'	'i,e'
j ɡ	'i,a'	'ɛ,ɛ'	'a,ɛ'
n ɡ	'ə,u'	'i,a'	'i,e'
b ɡ	'ə,u'	'a,ɛ'	'ə,a'
f ɡ	'ə,u'	'i,e'	'ɛ,ɛ'
ʒ ɡ	'ə,u'	'i,a'	'i,e'
j v	'i,ɛ'	'i,a'	'a,e'
i j	'ʒ,a'	's,a'	's,ɛ'
z j	'i,ɛ'	'ɛ,ɔ'	'i,a'
o l	'b,d'	'ɛ,t'	'a,t'
u j	't,e'	'v,a'	'v,ɛ'
ɛ d	't,e'	't,i'	's,e'
ɛ j	't,e'	'v,a'	's,e'
f j	'i,ɛ'	'ɛ,ɔ'	'i,a'
s u	't,e'	'b,t'	'k,s'
j w	'v,a'	'ʒ,a'	's,a'
p ɛ	'v,a'	'ɔ,t'	's,e'
ɛ m	'ɔ,t'	's,ɛ'	'i,s'
s o	'b,t'	'k,t'	't,a'
k e	's,d'	'i,k'	's,a'
k i	's,d'	's,a'	's,ɛ'
k ɛ	's,d'	'a,s'	's,a'
t o	's,d'	'ɛ,f'	'ɛ,s'
t u	's,d'	's,f'	'ʒ,e'
a k	's,d'	'i,ɛ'	'a,s'
ɡ ʁ	'i,a'	'i,e'	'ɛ,ɛ'
y w	'f,a'	's,a'	't,a'
m o	't,a'	'ɛ,t'	'a,k'
o p	't,a'	'ɛ,t'	'a,t'
o k	'a,s'	't,a'	'ɛ,t'
s ə	'k,s'	'k,t'	'k,k'
s ɛ	'k,s'	'u,t'	'u,s'
a v	'i,ɛ'	'a,s'	'i,a'
d ʃ	'i,ɛ'	'e,a'	'a,e'
z ʃ	'i,ɛ'	'i,a'	'a,e'
ɡ ʃ	'i,a'	'a,ɛ'	'ə,a'
v ʃ	'i,ɛ'	'ə,ə'	'e,a'
j ʃ	'i,ɛ'	'i,a'	'a,e'
a n	'i,ɛ'	'i,a'	'ɛ,p'
z a	'i,ɛ'	'i,a'	'i,d'
ʒ j	'i,ɛ'	'a,e'	's,e'
ɡ z	'i,a'	'i,e'	'ɛ,ɛ'
b z	'i,ɛ'	'o,a'	'a,ɛ'
b ʃ	'ə,ɛ'	'a,ɛ'	'ə,a'
ø w	't,a'	'd,a'	'p,a'
z e	'i,d'	'i,p'	'ø,t'
y y	'd,p'	'd,s'	'd,f'
a a	'k,b'	't,ʃ'	'v,t'
ɔ s	'ɛ,p'	'k,t'	'i,t'
ɲ m	'a,d'	'ɛ,d'	'a,i'
y k	's,a'	't,a'	'd,i'
ə j	'd,ɔ'	's,ɛ'	'k,e'
ɲ j	'a,d'	'i,d'	'a,i'
d i	's,ɛ'	'ʒ,e'	'k,e'
f ɛ	's,ɛ'	't,a'	'e,a'
ʃ a	'u,k'	'ɛ,a'	'a,t'
z ɛ	'i,d'	'i,p'	'e,ɛ'
