n,m
œ,o
l,ʒ
m,ø
j,o
a,ɛ̃
ʁ,ɔ̃
ɑ̃,a-
w,k
b,ø
o,y-
œ,s
f,œ̃
z,a-
j,s
ʃ,f
θ,ø
z,p
ɛ̃,a-
ɔ,k
ø,ɛ̃
j,e-
e-,aː
e-,s
b,p
m,t
ə,t
œ,d
ə,d
p,ɔ
p,dʒ
j,d
o,ʒ
θ,p
l,ʃ
ɛ̃,ɛ
ɔ,iː
œ,ɔ
v,f
j,ʒ
ɔ̃,aː
a-,y
ə,a
ɡ,œ̃
ɔ,ʃ
ɑ̃,ʃ
o,i
ɑ̃,t
œ,ø
p,e
ə,ø
a,ʃ
y,œː
e-,ɔ
l,a-
i,ɪ
p,j
u,yː
m,v
s,f
ʒ,ɲ
s,a-
ɡ,d
ʁ,y
ʁ,iː
n,e
ɛ̃,e
ɛː,p
p,o
ɔ,ɛː
p,l
e-,t
e,ʒ
i,y-
y,œ
a,e
w,v
ʁ,u
y,y-
l,ɛ̃
ɔ,m
ɑ̃,z
ɔ̃,kː
l,ɔ
a,m
i,ʌ
p,ʃ
e-,ɪ
e-,a
y-,u
n,ɛ̃
ə,i
œ,a-
ɲ,ɛ
w,ʒ
i,a-
s,k
θ,ɡ
e,iː
t,dʒ
ɛ̃,f
ə,ɔ̃
k,t
z,o
j,a
z,l
ə,u
k,e
ə,ɡ
v,ɛ
œ,ɡ
b,dʒ
l,e
w,n
e,u
uː,ɑ̃
ɡ,ɲ
yː,ɛ̃
ɛ,f
t,w
z,œ̃
ʁ,p
ɛ̃,ɔ
ʁ,œ
z,ʃ
m,a-
y,j
ʃ,j
ʁ,l
j,ɑ̃
w,ə
s,ʁ
ʁ,o
a,œ̃
z,v
œ,ɔ̃
o,ʃ
t,i
e,v
a,ɲ
uː,e
e-,d
ɛ̃,k
d,l
ɑ̃,ø
s,z
k,f
n,ʃ
ɛ̃,t
œ̃,i
n,œ̃
o,e-
e-,ɔ̃
m,dʒ
ɑ̃,k
œ̃,aː
w,ɛ
d,y
ʁ,d
ɛː,ɛ
ɑ̃,e
e-,ø
ɛ,z
t,v
ɛː,b
ə,o
ʁ,v
œ̃,d
ɔ̃,yː
o,ɛ
ɪ,ɛ̃
ʁ,aː
e,s
ɑ̃,y-
n,ʒ
a,ɑ̃
w,ɛ̃
ɔ,œː
ɔ̃,œ̃
ɔ,ɑ̃
ɔ̃,œː
aː,s
ə,e-
v,l
ə,f
s,ɛ̃
ɔ̃,m
ɑ̃,f
y,ʌ
ø,a
k,a
ɔ̃,e
s,a
j,u
u,m
e,b
l,ɲ
ʒ,œ̃
e-,m
u,z
a,z
e,ɛ
d,ɛ̃
ʒ,ø
i,d
p,yː
y-,ɡ
j,n
ɛ̃,ɔ̃
ɔ,z
d,dʒ
d,o
l,ə
ʁ,a-
v,ɛ̃
ʒ,œ
ɔ,o
n,œ
l,k
e-,yː
w,j
w,s
ə,y
ʁ,dʒ
b,t
m,p
k,ɡ
ɛ̃,ʌ
p,ɛ̃
ɲ,ɛ̃
ɑ̃,ə
aː,ɛ̃
f,u
k,kː
v,ø
f,ɔ̃
e,θ
ɛ,i
i,m
ʁ,ɛ
y-,a
d,ø
ʒ,ɛ̃
ə,œ
f,a-
d,b
ɛ,yː
a-,v
e,a-
a,ɔ
k,ɔ̃
j,ɔ̃
θ,j
ɲ,e
ɔ,əʊ
yː,ɡ
w,d
m,j
v,o
z,ɛ̃
ø,s
e,ɡ
s,ʒ
w,p
ɛː,d
l,œː
w,a-
ə,yː
ə,ʌ
yː,a-
ø,o
f,dʒ
y,u
j,yː
ɡ,v
n,f
ɡ,j
w,ø
uː,ɔ̃
p,s
t,aː
ɔ̃,b
m,k
ɛː,ø
u,a-
a,i
ɛ,d
œ,v
ɔ,i
ʁ,j
e,ʃ
e-,f
p,e-
m,ʃ
ə,ʒ
ʁ,z
n,ʁ
e-,l
y-,f
ɔ̃,y
ɑ̃,w
e,ʌ
o,iː
ø,a-
ʒ,t
i,œː
ɛ,ø
ə,kː
œ,k
o,əʊ
y-,œ̃
ɛ,b
e-,z
v,i
l,j
ɪ,y
ɛ,ʒ
ɛ,ɪ
s,v
z,m
b,ʁ
ə,ʃ
p,d
œ̃,k
ə,œ̃
e-,k
θ,ɛ
t,p
a-,ɡ
ʒ,b
a,ʒ
n,ɑ̃
u,aː
ɔ,ʒ
b,a-
ʁ,t
j,a-
e-,ʒ
e-,b
i,ɛ̃
e,m
e,y
u,b
v,ɲ
a,u
w,aː
ɡ,s
d,t
ɔ̃,a
p,f
k,p
ɡ,y
œ̃,ɲ
a,ʌ
œ,b
ɛ,œː
n,u
yː,l
ɔ,ʌ
n,ɔ̃
ɑ̃,d
b,n
ʁ,e
l,ɛ
u,s
ɛ̃,œ̃
ɛ̃,ʃ
ɔ̃,i
ʃ,ɡ
θ,n
ɛ,y
t,u
l,b
o,t
p,y-
θ,s
ɑ̃,v
u,o
ʁ,m
ɛ,aː
a,ɛː
b,s
ɑ̃,œ̃
ɛ,a
s,dʒ
ɔ̃,ɡ
ɔ,e
œ̃,m
ɡ,z
z,f
w,kː
e-,a-
n,y
y-,ɔ̃
ɔ,ɪ
œ̃,ø
ɑ̃,ɪ
ɑ̃,ʒ
d,ɲ
aː,b
a,ɪ
u,ɪ
e-,v
s,ɛ
i,ʃ
t,ø
ɛ̃,j
a-,aː
n,dʒ
a,y
œ,ɛ̃
o,kː
θ,v
ɔ,y
ʁ,ɲ
ɑ̃,p
ə,y-
i,ɛː
i,e-
b,m
ø,p
ɑ̃,i
n,ø
e,y-
ɡ,ʒ
θ,m
y,iː
b,z
ɔ,n
e-,ɛ̃
j,z
n,a
ə,z
ɛ,əʊ
ɔ,d
j,œ̃
p,ɛ
ɡ,f
ʒ,ʃ
ʃ,k
i,z
t,f
œ̃,t
a,d
u,d
ɛː,ə
ɔ,yː
f,kː
z,w
n,e-
e,f
d,yː
e-,ʃ
a,yː
e-,œ̃
n,d
n,t
ɔ,œ̃
ʁ,k
u,iː
ɪ,ɔ̃
o,e
ʁ,ə
ʒ,dʒ
y-,ɛ
k,ʒ
ɑ̃,b
z,ɲ
ʒ,z
o,ɔ̃
v,y
s,ɛː
œ,ʃ
ɔ̃,ʃ
ɑ̃,ɛ
n,o
ə,ɔ
ɔ,aː
ɛ,uː
ɑ̃,aː
m,o
a,œ
u,œ
w,u
a,aː
l,i
œ,t
k,i
k,dʒ
yː,ø
o,ʌ
ɔ,b
ø,k
ɛ,m
y,p
w,yː
u,ɛː
l,t
l,ɡ
e-,ɛ
y,aː
ʒ,y
o,ɪ
ɡ,a
ʁ,kː
y-,ɛ̃
a,œː
yː,œː
d,v
j,ɛ
b,ɲ
e,yː
w,f
s,n
œ,e
ɛ̃,ɑ̃
p,u
s,d
k,b
l,ø
i,p
y,œ̃
ə,a-
œ,i
y-,ɪ
ɑ̃,e-
y,yː
v,u
ɛ,œ
a-,œ̃
ɛː,k
s,œ̃
ʁ,w
ø,aː
y-,ʁ
u,ɡ
ʁ,yː
n,i
ʒ,i
ʁ,ɛ̃
ɛ,ɔ̃
ɔ,ɔ̃
i,əʊ
l,o
f,m
z,ɔ̃
s,y
e,œː
o,aː
t,a-
a,iː
ø,ɡ
k,z
v,b
z,d
y-,k
n,ɛː
ɡ,o
œ,œ̃
o,y
v,ʒ
ø,ɔ̃
m,ɛː
n,aː
ɛ̃,ə
l,u
ə,e
k,u
p,ʒ
y-,ɔ
ʃ,œ̃
ɑ̃,əʊ
s,ɲ
ʒ,f
ɔ̃,d
yː,o
l,a
p,ɔ̃
œ,ɑ̃
y-,yː
œ,y-
ɛ̃,θ
y,b
u,œː
m,ʒ
ʁ,ʃ
e,j
ʃ,d
e,z
n,l
ə,s
f,o
m,l
ɛ,u
i,s
ɑ̃,ɡ
j,t
l,dʒ
a-,k
ɑ̃,m
ɛ̃,u
m,d
œ,f
œ,e-
j,f
l,y
o,a
s,l
s,o
u,e-
θ,w
ɔ̃,ʒ
ɑ̃,u
j,ɔ
o,b
ʁ,ʒ
b,w
ɑ̃,ɔ̃
z,t
ə,j
p,a-
v,a
z,n
ɔ,s
a-,d
ə,m
j,ø
b,ɛ̃
n,v
e,t
ɲ,ʃ
p,ɡ
l,ɔ̃
p,a
w,o
ɑ̃,ʌ
ʁ,i
v,p
t,ɔ̃
n,p
b,yː
θ,ʁ
e,ɪ
m,y
k,ɲ
ɛ,a-
ɔ,ø
œ,yː
t,ɛː
θ,u
ɑ̃,l
ɡ,n
ə,iː
u,ø
m,ɛ̃
j,ɲ
e,i
w,a
ʃ,y
f,ɲ
ø,f
ɛ,ɡ
ɔ,u
t,kː
p,kː
p,ɲ
i,f
ɑ̃,y
ɑ̃,iː
ʁ,œ̃
y,i
y,f
ʁ,a
w,i
a,t
v,j
ɛ̃,y
ɔ,t
w,œ̃
a,h
k,yː
j,k
e,d
œ̃,u
n,k
w,ɡ
t,ʃ
ɑ̃,kː
ʁ,ɑ̃
t,y
u,i
a,a-
d,ʒ
ɡ,m
y,ø
w,m
œ,œː
f,ɔ
y-,e-
ɔ,a-
ɛ,ʌ
f,a
e,aː
ɛ,n
e,œ̃
ɔ,v
θ,ɔ̃
d,f
i,yː
l,f
w,e
e,ø
v,ʃ
ø,i
w,ɔ̃
e-,kː
uː,ø
ʁ,f
ʁ,e-
p,œ̃
k,y
s,m
k,d
l,w
ʁ,ɔ
v,œ̃
ɑ̃,o
z,y
ɡ,b
v,dʒ
s,ʃ
k,v
ə,aː
t,ɲ
ɔ̃,s
ɑ̃,yː
ɲ,i
ə,ɛ
ɡ,ɔ
ɑ̃,s
i,ɡ
b,œ̃
o,ɲ
θ,i
ʁ,ø
ɛ̃,o
ɡ,ɛ̃
t,yː
ə,k
ə,b
o,œ̃
b,i
j,i
a-,kː
e,e-
t,œː
i,iː
w,ʃ
ə,əʊ
y-,b
uː,ɛ̃
v,ɔ̃
y-,ø
a,əʊ
y,e-
ɔ̃,u
w,e-
n,ə
l,œ̃
a,b
t,ɡ
uː,ə
ɔ̃,a-
ɔ,ɛ
k,o
m,ɲ
ʃ,u
n,ɲ
ə,œː
ɛ,ʃ
ɛ,t
θ,y
ʒ,u
ʁ,ɡ
ə,ɪ
a-,o
œ,ɛː
ɛ,iː
b,f
ə,p
j,b
ʃ,b
ɲ,ɑ̃
θ,f
ɛ,œ̃
i,aː
k,ɛ
œ,p
w,y
s,t
e-,ɡ
ə,v
